timestep,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,average
1,-0.04887768882605792,-0.04887768882605792,-0.04887768882605792,-0.04887768882605792,-0.04887768882605792,-0.04887768882605792,-0.04887768882605792,-0.04887768882605792,-0.04887768882605792,-0.04887768882605792,-0.04887768882605792
2,-0.09432528487470371,-0.09432313331252029,-0.09432162232630037,-0.09432634710216892,-0.09432145025983485,-0.09432386363716927,-0.0943220167793144,-0.09432145025983485,-0.09432313331252029,-0.09432494247987033,-0.09432332443442373
3,-0.10522005826756886,-0.10520603547531393,-0.10519619796968649,-0.10522698771400374,-0.10519507824507834,-0.10521079342120543,-0.10519876529421757,-0.10519507824507834,-0.10520603547531393,-0.1052178255532491,-0.10520728556607158
4,-0.10585955410275638,-0.10581999027678868,-0.1057922939507836,-0.10587914154210831,-0.10578914458140487,-0.10583340318728951,-0.10579951725653425,-0.10578914458140487,-0.10581999027678868,-0.10585324808225882,-0.10582354278381181
5,-0.10329814054719466,-0.10322024741628688,-0.10316588272545235,-0.10333680684070878,-0.10315970936433683,-0.10324662376967442,-0.10318004830892136,-0.10315970936433683,-0.10322024741628688,-0.10328570674306448,-0.10322731224962634
6,-0.09976346009615822,-0.09963754539855274,-0.09954998652451419,-0.09982616853067894,-0.09954006039084728,-0.09968012175030305,-0.09957277608228587,-0.09954006039084728,-0.09963754539855274,-0.09974332403971886,-0.09964910486024592
7,-0.09601604045451828,-0.09583599088698269,-0.09571130542877937,-0.09610604227331587,-0.09569719689757494,-0.09589677317032164,-0.09574371773249502,-0.09569719689757494,-0.09583599088698269,-0.0959871875739281,-0.09585274422024735
8,-0.09232778125089691,-0.09209070360716176,-0.09192725703385207,-0.09244676729320866,-0.09190879962972498,-0.09217059693897334,-0.0919696886453295,-0.09190879962972498,-0.09209070360716176,-0.0922897044770965,-0.09211308021131305
9,-0.08879535031253616,-0.08850090621715367,-0.08829885372678559,-0.08894375433234758,-0.0882760841263649,-0.08859994839757623,-0.08835123489897001,-0.0882760841263649,-0.08850090621715367,-0.08874794878764014,-0.08852910711428928
10,-0.08544907873191787,-0.08509878828364226,-0.08485955529567013,-0.0856264014850967,-0.08483265265065043,-0.08521639203142517,-0.08492148791994447,-0.08483265265065043,-0.08509878828364226,-0.0853925505287455,-0.08513283478613852
11,-0.08229332384195853,-0.0818899577499217,-0.08161579447894862,-0.08249842019794995,-0.08158502883709906,-0.08202512074713597,-0.08168666969377669,-0.08158502883709906,-0.0818899577499217,-0.08222807150907074,-0.0819297373642882
12,-0.07932220236678933,-0.0788692990149974,-0.07856293295140504,-0.07955351276942779,-0.07852862536825445,-0.07902076966518323,-0.07864202236931073,-0.07852862536825445,-0.0788692990149974,-0.07924875724293368,-0.07891460461315535
13,-0.07652596592278604,-0.07602747041311675,-0.07569185185580929,-0.07678169224069642,-0.07565434547893235,-0.07619387079369666,-0.07577837392318132,-0.07565434547893235,-0.07602747041311675,-0.0764449310248736,-0.07607803175451415
14,-0.07389365980702978,-0.07335366657097853,-0.07299179162044311,-0.07417189320013395,-0.07295143182106967,-0.07353357930442816,-0.07308495740622722,-0.07295143182106967,-0.07335366657097853,-0.07380566863802196,-0.07340917467603805
15,-0.07141425095485321,-0.07083682796711155,-0.0704516214416897,-0.07171306138046452,-0.07040874288280341,-0.07102885485387733,-0.07055066460573356,-0.07040874288280341,-0.07083682796711155,-0.07131993896292532,-0.07089695338993736
16,-0.06907710556056146,-0.06846617986459291,-0.06806042239653953,-0.0693946020261591,-0.06801534116753227,-0.06866897944558037,-0.068164617565317,-0.06801534116753227,-0.06846617986459291,-0.0689770911874773,-0.06853058602458852
17,-0.06687218263452965,-0.06623147038328925,-0.06580775692991747,-0.06720655186456492,-0.06576076624681892,-0.06644378032073694,-0.06591642988490654,-0.06576076624681892,-0.06623147038328925,-0.06676705539300543,-0.06629982302878773
18,-0.06479010022801168,-0.06412306815128288,-0.06368378815606501,-0.0651396298066741,-0.0636351564894252,-0.06434371698610641,-0.06379632042445715,-0.0636351564894252,-0.06412306815128288,-0.06468041379585387,-0.06419504186785843
19,-0.06282214323472635,-0.0621319917174632,-0.061679323728564994,-0.06318523383482832,-0.06162929452829824,-0.0623599033990585,-0.06179515347258979,-0.06162929452829824,-0.0621319917174632,-0.06270841204409339,-0.06220727422053842
20,-0.06096024395623567,-0.060249904561216594,-0.05978582015346123,-0.061335414069196736,-0.059734612580940705,-0.06048409821240541,-0.05990444070885792,-0.059734612580940705,-0.060249904561216594,-0.06084294215746833,-0.06032819935419399
21,-0.0591969500310181,-0.058469092339612394,-0.05799536572771258,-0.059582835678891,-0.05794317598603005,-0.058708679005223474,-0.058116322731521564,-0.05794317598603005,-0.058469092339612394,-0.059076512022080085,-0.058550120184773166
22,-0.057525386845070026,-0.05678243101319169,-0.05630065187529332,-0.057920738048913956,-0.056247654859989615,-0.05702660861093878,-0.05642353962375901,-0.056247654859989615,-0.05678243101319169,-0.0574022087921382,-0.05686593055424759
23,-0.055939218059287366,-0.055183350598437486,-0.05469493844120921,-0.05634289331502185,-0.054641289527298076,-0.05543139790611351,-0.05481939590486817,-0.054641289527298076,-0.055183350598437486,-0.05581366000670385,-0.05526907838846751
24,-0.05443260619943313,-0.0536657972928809,-0.053172016262838184,-0.05484356583093275,-0.05311785310937045,-0.05391706753112713,-0.05329772303585867,-0.05311785310937045,-0.0536657972928809,-0.054304994492404,-0.05375352741570966
25,1.1688473255472696,1.1400889927814242,1.1216103782653293,1.18428517003445,1.1195856587580373,1.1495049894086344,1.1263112816531642,1.1195856587580373,1.1400889927814242,1.164056820381389,1.1433965268369157
26,-0.13525636438270305,-0.1312225549721684,-0.12863648959799057,-0.13742374301317595,-0.12835352504633157,-0.13254237173012995,-0.12929378664454005,-0.12835352504633157,-0.1312225549721684,-0.13458393959544557,-0.13168888550009852
27,-0.1152403027052159,-0.11258469468383292,-0.11084447979329237,-0.11663567036382427,-0.11065235815609942,-0.1134616792837535,-0.11128947259056932,-0.11065235815609942,-0.11258469468383292,-0.11480280613003169,-0.11287485165465516
28,-0.10184553959840037,-0.09989491621687874,-0.0985938924049008,-0.1028509801165356,-0.09844926559209333,-0.10054403060019812,-0.09892814111663717,-0.09844926559209333,-0.09989491621687874,-0.10152736826437825,-0.10009783157189944
29,-0.09224086143838628,-0.09067117999000807,-0.08961137644609685,-0.09303842621422731,-0.08949303406067066,-0.09119637158436344,-0.0898844917639845,-0.08949303406067066,-0.09067117999000807,-0.09198667791001536,-0.09082866334584312
30,-0.08498551805264587,-0.0836263332663203,-0.08270309230074813,-0.08567063749034654,-0.0825997914740565,-0.08408237821405207,-0.08294134702467382,-0.0825997914740565,-0.0836263332663203,-0.08476627490615662,-0.08376014974693766
31,-0.07927581636621062,-0.07803230714900278,-0.07718730155947384,-0.07990161556239428,-0.07709276630754047,-0.07844968688142706,-0.07740535280523353,-0.07709276630754047,-0.07803230714900278,-0.07907535492360496,-0.07815452750114307
32,-0.07463176840983721,-0.07344944092445038,-0.07264911888849757,-0.07522886560875275,-0.07255973303941488,-0.07384566757283251,-0.07285540647717792,-0.07255973303941488,-0.07344944092445038,-0.07444079428403172,-0.07356699691688602
33,-0.070751187057428,-0.06959830324252447,-0.06882307781360897,-0.07133747466567797,-0.06873672443056011,-0.06998357567503333,-0.06902253728964047,-0.06873672443056011,-0.06959830324252447,-0.07056428293317762,-0.06971521907807356
34,0.9571652113914735,0.9432174123801003,0.9333937910815644,0.9638625682147155,0.9322811928706112,0.9479766240835907,0.9359503017007675,0.9322811928706112,0.9432174123801003,0.954967763721954,0.9444313470695487
35,-0.13693721928887204,-0.13426304032630376,-0.13237532461181312,-0.13821568033867548,-0.13216147068492257,-0.13517670633728818,-0.13286670280772894,-0.13216147068492257,-0.13426304032630376,-0.13651674858086937,-0.13449374039877
36,-0.11802948244203193,-0.11623763192439562,-0.11492342866568783,-0.11884336209820867,-0.1147725768894674,-0.11686062430524913,-0.11526862657357784,-0.1147725768894674,-0.11623763192439562,-0.11775470825864431,-0.11637006499711258
37,-0.10512962906464718,-0.10374663054472011,-0.10270519255002286,-0.10573248088151421,-0.10258467984074504,-0.10423359289760925,-0.10298028903834933,-0.10258467984074504,-0.10374663054472011,-0.1049215734491159,-0.10383653786521889
38,-0.09575580221515057,-0.09455144201189569,-0.09363755564079468,-0.09627233549865788,-0.09353163066230408,-0.09497727818599222,-0.09387924802784864,-0.09353163066230408,-0.09455144201189569,-0.09557585859193707,-0.09462642235087806
39,-0.08859316248297922,-0.0874510828254389,-0.08659199711596777,-0.08908749268723926,-0.08649277531168154,-0.08785345191555105,-0.08681865525875931,-0.08649277531168154,-0.0874510828254389,-0.08842166871076063,-0.08752541444454981
40,-0.08289471089641343,-0.08175577267945822,-0.08091474009166755,-0.0834000908649355,-0.08081823121523812,-0.08215371543336569,-0.08113565142242152,-0.08081823121523812,-0.08175577267945822,-0.08272159132014145,-0.08183685078183378
41,0.7678831071861971,0.761188794159601,0.7555702699770033,0.7702201829438686,0.7549013637603557,0.763680385927618,0.7570845237197863,0.7549013637603557,0.761188794159601,0.7669659656470462,0.7613584751241433
42,-0.13171813635955643,-0.13008996023142505,-0.12873129369656278,-0.13229538790948114,-0.1285697943128904,-0.1306941305586815,-0.1290970730671186,-0.1285697943128904,-0.13008996023142505,-0.1314938089987232,-0.13013493396787543
43,-0.1164386408251814,-0.11528361978203783,-0.11425380498540405,-0.11678599190816219,-0.11412933653941926,-0.11572719807834342,-0.11453433330255403,-0.11412933653941926,-0.11528361978203783,-0.11628936964325665,-0.11528552513858159
44,-0.10540364389428303,-0.10442139729703481,-0.10352850762682919,-0.10567942423043086,-0.10342021048868388,-0.10480286266047323,-0.10377236385473321,-0.10342021048868388,-0.10442139729703481,-0.1052796242541042,-0.1044149642092291
45,-0.0970656526737046,-0.09610537439169886,-0.09525479588164387,-0.09735194740760877,-0.09515241858899726,-0.09647366397689539,-0.09548586873216258,-0.09515241858899726,-0.09610537439169886,-0.09694151267876439,-0.09610890273121718
46,0.596761466845066,0.5949522790743109,0.5922947425739118,0.5962797810282772,0.5919443464628396,0.5958881835896321,0.59306546856812,0.5919443464628396,0.5949522790743109,0.5966879860061958,0.5944770879685504
47,-0.12643559335484522,-0.12578488814428201,-0.12493609096411928,-0.12637175607534135,-0.12482589951756329,-0.12609646197037816,-0.1251794808845349,-0.12482589951756329,-0.12578488814428201,-0.12639235218565603,-0.12566333107585656
48,-0.11531702111023767,-0.11482326824501699,-0.11409389860800434,-0.11518337412674995,-0.11399768586579595,-0.11507960656065885,-0.11430551402889078,-0.11399768586579595,-0.11482326824501699,-0.1152975063719921,-0.11469188290281596
49,-0.10634172539630016,-0.10582309406817658,-0.10511212758868826,-0.10624797418718235,-0.10501951408289623,-0.10608033983259635,-0.10531657334230138,-0.10501951408289623,-0.10582309406817658,-0.10631352142693151,-0.10570974780761455
50,-0.09910023030157256,-0.09846299147866278,-0.09771799490955213,-0.09910408427835726,-0.0976235240660579,-0.09875001169965847,-0.0979281419416076,-0.0976235240660579,-0.09846299147866278,-0.09904652243556833,-0.09838200166557577
51,0.5075419408875232,0.5068054635344259,0.5045563724939379,0.506153151048212,0.5042419765016555,0.5074611714425852,0.5052377028522108,0.5042419765016555,0.5068054635344259,0.5076964220577826,0.5060741640854415
52,0.23368355204399305,0.23637589876009635,0.23820584525124144,0.23238416999267875,0.2384081213401743,0.23546569582495258,0.23773697208276,0.2384081213401743,0.23637589876009635,0.23411125403891964,0.23611555294350867
53,0.03935225558051636,0.04135183753998617,0.04375111905210405,0.03938772155058223,0.044056799333309415,0.04043765108584796,0.04307201745638545,0.044056799333309415,0.04135183753998617,0.03951226754518333,0.041633030601721056
54,-0.05063545240801626,-0.050663485101799965,-0.049547155225239226,-0.049518218944312076,-0.04938006111847448,-0.05091531289931572,-0.049902763911115366,-0.04938006111847448,-0.050663485101799965,-0.05081327966697935,-0.05014192754955269
55,-0.08564746410234148,-0.08676703719033163,-0.08656221679865095,-0.08413812125558229,-0.08650364313572212,-0.08661416903077046,-0.08667217980035524,-0.08650364313572212,-0.08676703719033163,-0.08597612457165349,-0.08621516362114615
56,-0.09794236335554118,-0.09930240600925655,-0.09943713323879388,-0.09646415744669201,-0.09942373147341632,-0.09903016226882366,-0.09944810845884733,-0.09942373147341632,-0.09930240600925655,-0.09828484309229846,-0.09880590428263422
57,-0.10104199388050883,-0.10220654541581664,-0.10236206754256127,-0.09979467581400892,-0.10235719757752726,-0.10196608228284054,-0.10235784059029562,-0.10235719757752726,-0.10220654541581664,-0.10133113260223992,-0.1017981278699143
58,-0.10029102967807035,-0.10108947204564855,-0.10113270877907932,-0.09935103287953384,-0.10112058294595017,-0.10094124577739261,-0.10114900557059348,-0.10112058294595017,-0.10108947204564855,-0.1005011672421594,-0.10077862999100265
59,-0.09789169838880829,-0.09828763483293157,-0.09817963388847184,-0.09727182547202418,-0.09815512475171151,-0.09824638121749851,-0.09822769312869972,-0.09815512475171151,-0.09828763483293157,-0.09801832801237342,-0.09807210792771621
60,-0.09480834436980035,-0.09482593580780707,-0.09456918977397788,-0.09449014927922039,-0.09453188157545434,-0.09488616116935933,-0.09464945032879202,-0.09453188157545434,-0.09482593580780707,-0.09485682757572411,-0.09469757572633969
61,0.4095498267524833,0.41145015046948163,0.4088904393293413,0.4045589197503183,0.4084725552151265,0.4117300474662371,0.40976405769961133,0.4084725552151265,0.41145015046948163,0.41047566998170537,0.4094814372348913
62,0.19665630194956818,0.19863908800398478,0.19850982300088105,0.19416199511442356,0.19844208593754487,0.1983185052492613,0.19862873153306215,0.19844208593754487,0.19863908800398478,0.19720705948251926,0.19776447642127748
63,0.03803739785794269,0.038954633103803094,0.039857399558795636,0.037930552365526005,0.03996505097637981,0.03857276694156453,0.039612907705381284,0.03996505097637981,0.038954633103803094,0.03813318118650377,0.03899835737760797
64,-0.04390180335559957,-0.04424767199050228,-0.043605802260544446,-0.04275142878338001,-0.04350569616329547,-0.044345586302506734,-0.04381763988325038,-0.04350569616329547,-0.04424767199050228,-0.044104063921537984,-0.043803306081441465
65,0.04574512908406492,0.046047752729653,0.0452344750658753,0.0444546554983869,0.04511116608209442,0.04619602045009863,0.04549729013407666,0.04511116608209442,0.046047752729653,0.04596506230585429,0.04554104701618515
66,-0.029517722321715123,-0.029759863696907973,-0.029363035721624797,-0.028766676660615165,-0.02930058800838997,-0.02981585871297132,-0.029494920049145446,-0.02930058800838997,-0.029759863696907973,-0.029650879587387546,-0.02947299964640553
67,-0.07046756697739998,-0.07161937756516179,-0.07156771014427077,-0.06895187273615844,-0.07153454203974174,-0.07143588586677041,-0.0716255703346036,-0.07153454203974174,-0.07161937756516179,-0.07079260297161272,-0.0711149048240623
68,-0.08877076793074001,-0.09007378562396051,-0.09014071316815042,-0.08718451835787044,-0.09012142096731512,-0.08983629812653382,-0.09016696763021059,-0.09012142096731512,-0.09007378562396051,-0.08911839638940144,-0.0895608074785458
69,-0.09597339185218567,-0.09706403055177015,-0.09709758752511854,-0.09461029401644194,-0.09707835555963906,-0.09687138610466073,-0.09712630887952278,-0.09707835555963906,-0.09706403055177015,-0.09626892745333648,-0.09662326680540846
70,-0.09779350196813841,-0.09853689306783076,-0.09846771111923802,-0.09675490352562044,-0.09844141764972136,-0.09842846727603116,-0.09851575833977844,-0.09844141764972136,-0.09853689306783076,-0.0980108604208968,-0.09819278240848076
71,0.2715789961348849,0.27505505695840826,0.2744182426483346,0.26645220907126665,0.27424972472183207,0.2746210762193291,0.2747410457609001,0.27424972472183207,0.27505505695840826,0.2726425524760798,0.2733063685671276
72,0.10896504353682102,0.11023635618006544,0.11030764932932557,0.10740333454879547,0.11028975017720422,0.11000394690303494,0.11033126884959987,0.11028975017720422,0.11023635618006544,0.10930445139066447,0.10973679072727807
73,-0.0003777512001519323,-0.0007069708533865571,-0.00044715268504957884,0.0003132286440468146,-0.00040246944149524566,-0.000714085264537978,-0.0005397202795724976,-0.00040246944149524566,-0.0007069708533865571,-0.0005108985599550087,-0.0004495259934983786
74,-0.057154068205689135,-0.058242966859577194,-0.05811123396018025,-0.05561241898984659,-0.05806830183596401,-0.05809097214854397,-0.05819115507405259,-0.05806830183596401,-0.058242966859577194,-0.05747660784063113,-0.05772589936100261
75,-0.08318219939909999,-0.0844105060738688,-0.08437175537481378,-0.08154451498832271,-0.08433933483625178,-0.08421324270797259,-0.08442748894179841,-0.08433933483625178,-0.0844105060738688,-0.08352908650644952,-0.08387679697386982
76,-0.09400283357334549,-0.09504718232231624,-0.09499956202313009,-0.09258014436755335,-0.09497004889982374,-0.09488381768707976,-0.0950512492264819,-0.09497004889982374,-0.09504718232231624,-0.09430123290089087,-0.09458533022227614
77,-0.09754162019637147,-0.09827129055974393,-0.09814926211989994,-0.09643966879906407,-0.09811596590654692,-0.0981793621694994,-0.09821277087029834,-0.09811596590654692,-0.09827129055974393,-0.09776564038959612,-0.09790628374773111
78,-0.09755717934901065,-0.09794305561815997,-0.09772048773068454,-0.0967931207155377,-0.0976801707761068,-0.0979333894893023,-0.09780306328958044,-0.0976801707761068,-0.09794305561815997,-0.09770253061627443,-0.09767562239789236
79,-0.0958498258214947,-0.09591067905232131,-0.09558535689177317,-0.09540308199945247,-0.0955372115984181,-0.09598032817460911,-0.0956884727404822,-0.0955372115984181,-0.09591067905232131,-0.09592165344416803,-0.09573245003734585
80,0.35488523541412054,0.35721926890180655,0.35529254884337114,0.3497566284316105,0.3549645735426177,0.3572974747924895,0.35597332860280617,0.3549645735426177,0.35721926890180655,0.3558533191118418,0.3553426220085088
81,0.16414410938851343,0.16604935633906304,0.16612980410109812,0.161742961316788,0.16609936254783975,0.16570864443119016,0.16617309262207236,0.16609936254783975,0.16604935633906304,0.16465890573859254,0.165285495537206
82,0.025772542270652066,0.026600564800670634,0.02748092779068423,0.0256389809700186,0.027589470233750024,0.026246713293583745,0.027237106609665718,0.027589470233750024,0.026600564800670634,0.025856355459093594,0.026661269646253927
83,-0.04678419533685951,-0.04693187352000083,-0.04622133186092059,-0.04581954605941996,-0.04611560190452835,-0.04707984593742298,-0.04644751493759114,-0.04611560190452835,-0.04693187352000083,-0.04694286971451023,-0.04653902546957828
84,-0.07949093628557735,-0.08008563975825789,-0.07965584281249405,-0.07823075897732878,-0.0795808824190044,-0.08009070116591643,-0.07981054347569472,-0.0795808824190044,-0.08008563975825789,-0.07972803399639439,-0.07963398610679304
85,-0.09295726006573923,-0.09359730634991492,-0.09330861595346485,-0.09177825738329815,-0.09325318683663397,-0.0935611286036101,-0.09342080397939556,-0.09325318683663397,-0.09359730634991492,-0.09318446872307207,-0.09319115210816778
86,-0.09754412034803273,-0.09801941831633532,-0.09775154861248425,-0.09659795894720324,-0.09770282709041411,-0.09800625747674196,-0.09785125100380698,-0.09770282709041411,-0.09801941831633532,-0.09772260756870965,-0.09769182347704777
87,-0.09797708406357852,-0.09820330616079165,-0.09789138359294436,-0.097311072401561,-0.0978417553428611,-0.09824272995425753,-0.09799591787372741,-0.0978417553428611,-0.09820330616079165,-0.09809369691334746,-0.09796020078067218
88,-0.09643054475673252,-0.09639114245604385,-0.096009202111902,-0.09604387114065183,-0.0959552046316896,-0.09649194650698634,-0.09612616828032405,-0.0959552046316896,-0.09639114245604385,-0.0964846091450281,-0.09622790361170917
89,-0.09394540697539644,-0.09365645595792438,-0.09319987393709639,-0.09381571542037082,-0.09314044027592416,-0.09381687301828712,-0.09333135307665297,-0.09314044027592416,-0.09365645595792438,-0.09394190865058483,-0.09356449235460856
90,-0.09104194030219304,-0.09053298092958817,-0.09000730787461197,-0.0911385104145711,-0.08994256987934768,-0.09074660130664103,-0.09015265938106365,-0.08994256987934768,-0.09053298092958817,-0.09098803753817863,-0.09050261584351312
91,0.4415841851462985,0.43941083330479236,0.43454920596674596,0.4390772738470399,0.43389850588607093,0.44096885051877477,0.4359790102791927,0.43389850588607093,0.43941083330479236,0.4417968842368678,0.4380574088376646
92,0.22231609931968577,0.22344420487585115,0.22280819286597864,0.22010937234708372,0.22269096132776678,0.22340838898434523,0.2230471005236938,0.22269096132776678,0.22344420487585115,0.22273506096131435,0.22266945474093375
93,0.051799949366096776,0.05381796423068108,0.055349552177643035,0.050805653967125775,0.05552497108644383,0.053103034159245555,0.054947033331031125,0.05552497108644383,0.05381796423068108,0.05210418792476723,0.053679528156015933
94,-0.03762359950992855,-0.036484687250150416,-0.03500674242282131,-0.03751570211355815,-0.034818686430899914,-0.037036350571906795,-0.035425399695500515,-0.034818686430899914,-0.036484687250150416,-0.0375528681368984,-0.03627674098127144
95,-0.07672278705194935,-0.07638929469297573,-0.07542092846815729,-0.07609695451151166,-0.07528841033850975,-0.0766810597925367,-0.07571026894048194,-0.07528841033850975,-0.07638929469297573,-0.07679115712488582,-0.07607785659524938
96,-0.09235141700846095,-0.09237191465063688,-0.09174449062654488,-0.09161730949313263,-0.09165353350819871,-0.09252177533714867,-0.09194024007353807,-0.09165353350819871,-0.09237191465063688,-0.09246233049099406,-0.09206884593474904
97,-0.09762688073120307,-0.0976859229465531,-0.09720562621003048,-0.09699460315993202,-0.0971352213461465,-0.09779406539783864,-0.09735675881440464,-0.0971352213461465,-0.0976859229465531,-0.09772473398161474,-0.09743449568804227
98,-0.09825251391760648,-0.09818887662640396,-0.0977383587483569,-0.09781352184641035,-0.09767502645354276,-0.09831064795976174,-0.09787573672651673,-0.09767502645354276,-0.09818887662640396,-0.0983115869611888,-0.09800301723197344
99,-0.09673570520541686,-0.09648465912229787,-0.09600658050063104,-0.09651852091365787,-0.09594338019473558,-0.09664459004539494,-0.0961458503845084,-0.09594338019473558,-0.09648465912229787,-0.09674715732505046,-0.09636544830087265
100,-0.09423085037995715,-0.09377931083594582,-0.09325112813018355,-0.0942320793878032,-0.09318503222460328,-0.09398486882715928,-0.09339892239850378,-0.09318503222460328,-0.09377931083594582,-0.09419452154612595,-0.09372210567908311
